professor_id,professor_name,school,school_id,course,rating,date,comment
2129672,Ashis Banerjee,University of Washington,1530,INDE337,5.0,"Feb 18th, 2026","He is a bit monotone, but he clearly knows his material very well. I think his quizzes are challenging but fair. I would take again, I liked him and the class. They should shorten the class for the non tour days for sure. Consider it a pretty easy grade, and a good intro to the major."
2129672,Ashis Banerjee,University of Washington,1530,INDE337,1.0,"Dec 12th, 2025",This class was extremely boring. Lectures were dry and unengaging. I didn't feel like I learned much and ended up teaching myself most of the material.
2129672,Ashis Banerjee,University of Washington,1530,INDE337,1.0,"Dec 8th, 2025","If I'm a sophomore or junior taking his 337 class I'd just quit the major honestly, his class was so boring and the fact that he was forced to teach this make me so sad. He's made to do great research, not for lecturing 3.33 hours in IEB where almost everyone is on their phone or laptop. 3 factory tours only? The previous class got 5 tours! Robbed!"
2129672,Ashis Banerjee,University of Washington,1530,INDE337,1.0,"Dec 4th, 2025","Most boring class I have ever take in UW. The course content is so important that the lectures shouldn't be presented by professor like this. He's just look at a single slides talk about whatever he thought about, and test it in the quiz"
2129672,Ashis Banerjee,University of Washington,1530,INDE337,1.0,"Dec 2nd, 2025",Waste of time. Never had a class that had so much hype that delivered so little. Truly one of the most boring classes in this University as even interesting concepts that are crucial to the major are made horrifically stale. Equivalent to stale bread. Not a single person doesn't watch youtube and you are expected to take notes when you can't.
2129672,Ashis Banerjee,University of Washington,1530,INDE337,1.0,"Nov 20th, 2025","Banerjee's lecture style is awful; he rambles constantly, asks questions, and looks at the class with a blank stare. The class is very unorganized, and the content you are tested on or write about has minimal to do with in-class lectures. The class isn't challenging, but it is tough to engage with, and the lectures feel like a waste of time."
2129672,Ashis Banerjee,University of Washington,1530,INDE337,1.0,"May 22nd, 2025","Lectures were poorly executed, and Prof. Banerjee fails to emphasize important topics and communicating his expectations. The quizzes and homework felt irrelevant to his lectures. Be prepared to be tested on niche topics that he does not make clear in lectures."
2129672,Ashis Banerjee,University of Washington,1530,INDE337,1.0,"Dec 3rd, 2024","Super lecture dense, the quizzes are way harder than the material. He said that some stuff wasn't going to be on the quiz and it was. Grading rubrics are very vague."
2129672,Ashis Banerjee,University of Washington,1530,ME355,1.0,"Feb 3rd, 2023","Unclear and arbitrary grading criteria. Answers will be graded wrong for not using the desired phrasing, even if the idea is the exact same. Tests and homework are not related."
2129672,Ashis Banerjee,University of Washington,1530,ME355,2.0,"Apr 13th, 2022","Lectures were incredibly dense and meandering. Prof would lag for 10 minutes on one slide only to speed through others. Homework and test questions were sometimes on a) material not covered in lecture b) material Prof said ONCE in lecture and is inaccessible anywhere else. Thankfully, he barely touched shop time, the sole saving grace of this class"
2129672,Ashis Banerjee,University of Washington,1530,ME355,1.0,"Mar 20th, 2022","Lectures were vague and also rarely gave helpful, detailed answers if people had questions. Questions on the test were too specific, making them nearly impossible to solve given the sheer amount of material covered, as well as the vague examples given in class."
2129672,Ashis Banerjee,University of Washington,1530,ME355,1.0,"Mar 14th, 2022","Despite asking for further clarification, his homework assignments were still extremely vague and the grading policy regarding what correct answers would actually garner credit was extremely unclear. This was compounded by his poor performance as a lecturer that made answering homework questions even more difficult in the first place."
2129672,Ashis Banerjee,University of Washington,1530,ENGR337,1.0,"Oct 19th, 2021",Really bad at teaching and explaining. Not intuitive and boring class I ever taken
2129672,Ashis Banerjee,University of Washington,1530,INDE337,1.0,"Dec 16th, 2020","Nearly impossible to stay engaged. Lots of rambling and very little information in lecture slides. TA graded every assignment leniently, but come group project time, Prof Banerjee decided to grade non-transparently without any rubric made public to anyone. Told no one he would grade on a curve, then made 0.1 GPA increments decided by 0.75%"
2129672,Ashis Banerjee,University of Washington,1530,ME355,1.0,"Dec 6th, 2020","Lectures are basically useless ramblings. The most frustrating part of this class (I took mfg processes online) was the vagueness of grading criterion. He will ask you to explain why X happens, then mark you down for not A) hitting EVERY detail when you hit most, and for B) not including 4 examples when the question doesnt specify you include any"
2129672,Ashis Banerjee,University of Washington,1530,ME355,1.0,"Jun 6th, 2017",The best advice I can give you is to read the book. Professor Banerjees lectures are useless. He doesn't go in to detail about anything but will expect you to know in depth material for the test. You're better off not even going to class and just teaching yourself.
2129672,Ashis Banerjee,University of Washington,1530,ME395,1.0,"Aug 15th, 2016","His lectures are eloquent and rehearsed, I'll give him that. However I don't know how someone can say so much in a lecture yet have all of it be completely useless information. Be prepared to prove equations in order to learn the different manufacturing processes (no, you didn't misread that)."
2129672,Ashis Banerjee,University of Washington,1530,ME355,2.0,"Apr 16th, 2016","The class was on manufacturing processes, but exams have absolutely nothing to do with manufacturing. Get ready to derive pointless equations that you'll never use in your career. Oh all within a 50-minute time period. You will need to find a solutions manual and scour through the book in order to get some understanding."
