professor_id,professor_name,school,school_id,course,rating,date,comment
1879412,Fanny Dos Reis,University of Washington,1530,MATH207,4.0,"Feb 25th, 2026","Wait pls disregard all the other negative reviews. She's actually great. Sure maybe a little hard to understand sometimes but her accent isn't even that bad, like definitely understandable just use your brain. She's very helpful in her office hours and I think genuinely cares about her students. She also has a dry sense of humor which is funny"
1879412,Fanny Dos Reis,University of Washington,1530,MATH124,2.0,"Jan 6th, 2026",Caring and willing to help. Lots of time for exams. Lectures lacked structure and clarity.
1879412,Fanny Dos Reis,University of Washington,1530,MATH124,1.0,"Dec 19th, 2025","I honestly do not like dos reis so much so that I stopped going to her lectures and started to go to the lecture before mine (Prof Sanmarco). Even though I took Calc in high school, the way she taught made me forget everything I knew... I got better grades skipping and studying by myself than attending her lectures"
1879412,Fanny Dos Reis,University of Washington,1530,MATH124,1.0,"Dec 12th, 2025","Dos Reis spends the entire lecture doing two practice problems and explaining zero concepts which was incredibly unhelpful to my learning. I had to learn all the material on my own (textbook is great). Do not take her if you have never taken a calc class, you will be completely lost."
1879412,Fanny Dos Reis,University of Washington,1530,MATH124,1.0,"Dec 6th, 2025",Attendance: Mandatory
1879412,Fanny Dos Reis,University of Washington,1530,MATH124,1.0,"Nov 24th, 2025",Attendance: Not Mandatory
1879412,Fanny Dos Reis,University of Washington,1530,MATH124,2.0,"Nov 17th, 2025",Dos Reis is an atrocious lecturer. She talks at light speed with a heavy french accent. She doesn't explain concepts well and her examples usually aren't of a comparable difficulty to what's on the homework or exams. I eventually just stopped going to her lectures and instead went to the section before mine.
1879412,Fanny Dos Reis,University of Washington,1530,MATH124,1.0,"Oct 2nd, 2025",She takes a whole lecture to explain one or two easy problems and test us in the harder versions of it and
1879412,Fanny Dos Reis,University of Washington,1530,,3.0,"Jul 21st, 2025","Prof Dos Reis is legitimately such an engaging lecturer. She's so funny and really tries to make difficult concepts relatable to students. As a disclaimer, I did not take this class for credit, which is probably why I have such a positive view of real analysis."
1879412,Fanny Dos Reis,University of Washington,1530,MATH207,4.0,"Jun 3rd, 2025","Her lectures for 207 is pretty comprehensive and easy to follow. Apart from her strong french accent that can be hard to understand, she was able to explain the process and concepts well and clarifies people's questions effectively. Sometimes she comes late to the lectures which for a 50 minute lecture it can affect how much we learn by a lot."
